Species,Metabolite,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence
Alistipes putredinis,C00314_Pyridoxine,False,True,False,False,False,False,False,1,Low-Medium (1)
Christensenella intestinihominis,C05635_5-Hydroxyindoleacetate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_D,C00407_Ile,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_E bromii_B,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Avimicrobium caecorum,C00003_NAD+,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C00314_Pyridoxine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C01959_Taurocyamine,True,True,False,False,False,False,False,2,Medium (2)
Ruminococcus_E bromii_B,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lactobacillus amylolyticus,C00366_Urate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C00423_trans-Cinnamate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00296_Quinate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C00482_Sinapate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acidaminococcus sp900315205,C00475_Cytidine,False,True,False,False,False,False,False,1,Low-Medium (1)
Pauljensenia turicensis,C05635_5-Hydroxyindoleacetate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-127 sp900319515,C00847_4-Pyridoxate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C00785_Urocanate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira eligens_A,C00079_Phe,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00178_Thymine,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_E bromii,2-Hydroxypentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-41 sp900066215,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900543625,C00785_Urocanate,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA11540 sp003445125,C00178_Thymine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes onderdonkii,C02679_Dodecanoate,True,True,False,False,False,False,False,2,Medium (2)
Avichristensenella intestinipullorum,C00791_Creatinine,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp000432375,C00003_NAD+,False,True,False,False,False,False,False,1,Low-Medium (1)
Leptotrichia_A sp001274535,C00491_Cystine,True,True,False,False,False,False,False,2,Medium (2)
Acetatifactor intestinalis,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Agathobacter rectalis,2-Hydroxypentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-1427 sp900554685,C00879_Mucate,True,True,False,False,False,False,False,2,Medium (2)
Escherichia sp002965065,C05635_5-Hydroxyindoleacetate,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C00314_Pyridoxine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00262_Hypoxanthine,False,True,False,False,False,False,False,1,Low-Medium (1)
Barnesiella intestinihominis,C16741_5-Hydroxylysine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_C,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Erysipelatoclostridium ramosum,C00191_Glucuronate,True,True,False,False,False,False,False,2,Medium (2)
Escherichia fergusonii,C00847_4-Pyridoxate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C00847_4-Pyridoxate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-127 sp900319515,C01921_Glycocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900290275,C00003_NAD+,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii,C00003_NAD+,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00719_Betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,3-Indoxyl sulfate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-170 sp000432135,C00954_Indole-3-acetate,False,True,False,False,False,False,False,1,Low-Medium (1)
Clostridium_A leptum,C08262_Isovalerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes shahii,C00262_Hypoxanthine,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp000436475,C02571_o-Acetylcarnitine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00630_Isobutyryl CoA,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium sp900539945,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA11540 sp003445125,"C00986_1,3-Diaminopropane",False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C00449_Saccharopine,True,True,False,False,False,False,False,2,Medium (2)
Bifidobacterium pseudocatenulatum,C01004_Trigonelline,False,True,False,False,False,False,False,1,Low-Medium (1)
QAMH01 sp900544245,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella parvula_A,C08262_Isovalerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Egerieicola pullicola,C00407_Ile,True,True,False,False,False,False,False,2,Medium (2)
Avispirillum faecium,C04677_AICAR,False,True,False,False,False,False,False,1,Low-Medium (1)
Alectryocaccomicrobium excrementavium,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,3-Indoxyl sulfate,False,False,False,False,False,False,False,0,Insufficient (0)
Acetatifactor sp003447295,C00178_Thymine,False,True,False,False,False,False,False,1,Low-Medium (1)
HGM11417 sp900761895,C00245_Taurine,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS1322 sp905214315,C00386_Carnosine,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00719_Betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_C sp000980705,C00296_Quinate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C00482_Sinapate,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp000436475,C00407_Ile,True,True,False,False,False,False,False,2,Medium (2)
Alangreenwoodia gallinarii,C00214_Thymidine,False,True,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_T sp900766045,3-Indoxyl sulfate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_G ventriosum,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS1322 sp905214315,"C00986_1,3-Diaminopropane",False,True,False,False,False,False,False,1,Low-Medium (1)
Veillonella parvula_A,C16741_5-Hydroxylysine,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp003451515,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alistipes putredinis,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS2070 sp905203455,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
Anaerostipes caccae,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_D,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Sediminibacterium sp902168225,C00954_Indole-3-acetate,False,True,False,False,True,False,False,2,Medium (2)
Veillonella atypica,_DCA,False,True,False,False,False,False,False,1,Low-Medium (1)
Lachnospira sp000436535,C00123_Leu,True,True,False,False,False,False,False,2,Medium (2)
Leptotrichia_A sp001274535,C00388_Histamine,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS1322 sp905214315,C00417_cis-Aconitate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-170 sp000432135,C01879_5-Oxoproline,True,True,False,False,False,False,False,2,Medium (2)
Escherichia coli_E,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
Campylobacter_B sp900539505,C00440_5-Methyltetrahydrofolate,False,True,False,False,True,False,False,2,Medium (2)
Escherichia coli,C00123_Leu,True,True,False,False,False,False,False,2,Medium (2)
Acetatifactor intestinalis,C00378_Thiamine,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS693 sp900544555,C00493_Shikimate,False,True,False,False,False,False,False,1,Low-Medium (1)
QWKK01 sp009911695,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Escherichia ruysiae,C00719_Betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C08262_Isovalerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Galloscillospira_B excrementipullorum,C00791_Creatinine,False,True,False,False,False,False,False,1,Low-Medium (1)
Spyradocola merdavium,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
Holdemanella sp003458715,C05123_Isethionate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacterium prausnitzii_D,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C00214_Thymidine,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Holdemanella sp900547815,C00024_Acetyl CoA,True,True,False,False,False,False,False,2,Medium (2)
Flemingibacterium merdigallinarum,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,C00262_Hypoxanthine,False,True,False,False,False,False,False,1,Low-Medium (1)
Alangreenwoodia gallinarii,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Escherichia coli,C00791_Creatinine,False,True,False,False,False,False,False,1,Low-Medium (1)
UMGS693 sp900544555,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-83 sp000435555,C05135_4-(beta-Acetylaminoethyl)imidazole,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-274 sp000432155,C08262_Isovalerate,True,True,False,False,False,False,False,2,Medium (2)
QWKK01 sp009911695,C05635_5-Hydroxyindoleacetate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_E bromii,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-274 sp000432155,C00314_Pyridoxine,True,True,False,False,False,False,False,2,Medium (2)
Alistipes shahii,C03264_2-Hydroxy-4-methylpentanoate,True,True,False,False,False,False,False,2,Medium (2)
Faecalibacillus intestinalis,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900757655,C00003_NAD+,False,True,False,False,False,False,False,1,Low-Medium (1)
SFEL01 sp016292635,C00482_Sinapate,False,True,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_G ventriosum,C01921_Glycocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatavimonas sp900540275,C01921_Glycocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Egerieicola pullicola,C11527_4-Hydroxymandelate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-177 sp003514385,C01004_Trigonelline,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecalibacillus intestinalis,C05341_beta-Ala-Lys,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp900552015,C08262_Isovalerate,False,True,False,False,False,False,False,1,Low-Medium (1)
Sediminibacterium sp902168225,C00440_5-Methyltetrahydrofolate,False,True,False,False,True,False,False,2,Medium (2)
Erysipelatoclostridium ramosum,C05984_2-Hydroxybutyrate,False,True,False,False,False,False,False,1,Low-Medium (1)
Fimimonas sp003537755,C00214_Thymidine,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor intestinalis,C00262_Hypoxanthine,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-1427 sp900539675,C00388_Histamine,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA1206 sp000433115,C00152_Asn,False,True,False,False,False,False,False,1,Low-Medium (1)
UBA5905 sp900763035,C00791_Creatinine,False,True,False,False,False,False,False,1,Low-Medium (1)
Aphodousia sp900553105,C03570_Mannosamine,False,True,False,False,True,False,False,2,Medium (2)
Alistipes shahii,_DCA,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-488 sp000434055,3-Indoxyl sulfate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,3-Indoxyl sulfate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA3855 sp017460955,C00475_Cytidine,False,True,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_G ventriosum,C00270_N-Acetylneuraminate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminiclostridium_E siraeum,C00388_Histamine,False,True,False,False,False,False,False,1,Low-Medium (1)
Scatavimonas merdipullorum,C01551_Allantoin,True,True,False,False,False,False,False,2,Medium (2)
Alectryocaccomicrobium excrementavium,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminiclostridium_E siraeum,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminiclostridium_E sp900539195,C01585_Hexanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-127 sp900319515,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Limivicinus faecipullorum,C03264_2-Hydroxy-4-methylpentanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Ruminococcus_E bromii_B,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Eubacterium_G ventriosum,C00296_Quinate,False,True,False,False,False,False,False,1,Low-Medium (1)
Prevotella sp900290275,2-Hydroxyoctanoate,False,True,False,False,False,False,False,1,Low-Medium (1)
Anaerostipes caccae,C00296_Quinate,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp000434635,3-Indoxyl sulfate,False,True,False,False,False,False,False,1,Low-Medium (1)
Acetatifactor sp003447295,C10172_Proline betaine,False,True,False,False,False,False,False,1,Low-Medium (1)
Faecousia sp003525905,C05122_Taurocholate,False,True,False,False,False,False,False,1,Low-Medium (1)
CAG-103 sp900543625,C01551_Allantoin,False,True,False,False,False,False,False,1,Low-Medium (1)
ER4 sp000765235,C00386_Carnosine,False,True,False,False,False,False,False,1,Low-Medium (1)
Avispirillum faecium,C01008_Trimethylsulfonium,False,True,False,False,False,False,False,1,Low-Medium (1)
Cetobacterium_A sp000799075,C00242_Guanine,False,True,False,False,False,False,False,1,Low-Medium (1)
Fusobacterium sp000235465,C00123_Leu,True,True,False,False,False,False,False,2,Medium (2)
ER4 sp900552015,C04677_AICAR,False,False,False,False,False,False,False,0,Insufficient (0)
Egerieicola pullicola,C00123_Leu,True,False,False,False,False,False,False,1,Low-Medium (1)
Ruminiclostridium_E sp910579265,C05122_Taurocholate,False,False,False,False,False,False,False,0,Insufficient (0)
UMGS693 sp900544555,C00388_Histamine,False,False,False,False,False,False,False,0,Insufficient (0)
Fimimonas sp003537755,C00954_Indole-3-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
Prevotella sp900556395,3-Indoxyl sulfate,False,False,False,False,False,False,False,0,Insufficient (0)
Bilophila wadsworthia,C05123_Isethionate,False,False,False,False,False,False,False,0,Insufficient (0)
Faecalibacterium prausnitzii_D,C00123_Leu,False,False,False,False,False,False,False,0,Insufficient (0)
UBA11540 sp003445125,C16741_5-Hydroxylysine,False,False,False,False,False,False,False,0,Insufficient (0)
Faecousia sp000434635,C00388_Histamine,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C00954_Indole-3-acetate,False,False,False,False,False,False,False,0,Insufficient (0)
UBA5905 sp900763035,C00152_Asn,False,False,False,False,False,False,False,0,Insufficient (0)
Alistipes shahii,C01586_Hippurate,False,False,False,False,False,False,False,0,Insufficient (0)
Acutalibacter sp910580045,C03264_2-Hydroxy-4-methylpentanoate,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-41 sp900066215,C00186_Lactate,False,False,False,False,False,False,False,0,Insufficient (0)
Escherichia coli,C00637_Indole-3-acetaldehyde,False,False,False,False,False,False,False,0,Insufficient (0)
Gemmiger qucibialis,C05984_2-Hydroxybutyrate,False,False,False,False,False,False,False,0,Insufficient (0)
Desulfovibrio intestinigallinarum,C00245_Taurine,False,False,False,False,False,False,False,0,Insufficient (0)
CAG-793 sp013333035,C02037_Gly-Gly,True,False,False,False,False,False,False,1,Low-Medium (1)
UBA10677 sp900543755,C01118_o-Succinylhomoserine,False,False,False,False,False,False,False,0,Insufficient (0)
ER4 sp900552015,C05135_4-(beta-Acetylaminoethyl)imidazole,False,False,False,False,False,False,False,0,Insufficient (0)
