species,metabolite,rho,pval,qval,pathway,metabolite_name
Alectryocaccomicrobium excrementavium,C00152_Asn,-0.18288871029341142,0.0006182822357118121,0.003015408552115724,Other,C00152
Lachnospira rogosae_A,C05607_3-Phenyllactate,-0.18287429258882792,0.0006189070320968916,0.0030167585387955876,Other,C05607
CAG-115 sp000432175,C00847_4-Pyridoxate,-0.18287796709435947,0.0006187477405700708,0.0030167585387955876,Other,C00847
SFEL01 sp016292635,C00408_Pipecolate,-0.18286728786919396,0.0006192107951998189,0.0030173908845346994,Other,C00408
Alangreenwoodia gallinarii,C00847_4-Pyridoxate,-0.18283402423673242,0.0006206551750721469,0.0030235794957574834,Other,C00847
Ruminococcus_D sp900539095,C08277_Sebacate,0.1827977209694592,0.0006222351041274517,0.0030295125926022032,Other,C08277
W1P20-047 sp004555335,"C03283_2,4-Diaminobutyrate",-0.18279399960709714,0.0006223972692841762,0.0030295125926022032,Other,C03283
Lactobacillus porci,3-Indoxyl sulfate,-0.1827952603976384,0.000622342323650694,0.0030295125926022032,Other,3-Indoxyl sulfate
Galloscillospira_B excrementipullorum,C00300_Creatine,0.18277483234056363,0.0006232331382103179,0.003031028373153013,Other,C00300
Escherichia coli_E,C00003_NAD+,-0.18277561597872222,0.0006231989440087057,0.003031028373153013,Other,C00003
Escherichia sp002965065,C00475_Cytidine,-0.18277497670030438,0.0006232268389147027,0.003031028373153013,Other,C00475
CAG-127 sp900319515,C00191_Glucuronate,-0.18275960165999655,0.0006238980771348579,0.0030334113464285375,Other,C00191
Anaeroglobus vaginalis,C00329_Glucosamine,-0.18272795256186528,0.0006252819111822435,0.003039287293545763,Other,C00329
Faecivicinus avistercoris,"C00986_1,3-Diaminopropane",0.18268829436272377,0.0006270199508918215,0.003046881140292153,Other,C00986
Prevotella sp002451555,C05598_Phenaceturate,-0.18266770981807115,0.0006279238416244071,0.0030495640241131566,Other,C05598
UBA1206 sp000433115,C05332_Phenethylamine,0.18266794187591515,0.0006279136449779135,0.0030495640241131566,Other,C05332
Veillonella atypica,C00791_Creatinine,0.18263581057832765,0.0006293269581530188,0.00305552248682639,Other,C00791
Faecivivens stercoravium,C16741_5-Hydroxylysine,0.18261527647060913,0.000630231704997948,0.0030590585949760423,Other,C16741
Faecousia sp017548065,C05123_Isethionate,-0.18260097220925295,0.000630862672319827,0.0030612642072995137,Other,C05123
UBA3818 sp904397845,C01879_5-Oxoproline,0.1825926513372847,0.0006312299787985088,0.0030621895278143663,Other,C01879
Morganella psychrotolerans_B,C00055_CMP,0.18258198893255417,0.0006317009365912747,0.00306361701779567,Nucleotide,C00055
Fimisoma sp000435715,C00431_5-Aminovalerate,-0.18257233762556013,0.0006321275148578551,0.003064828538200641,Other,C00431
RUG11247 sp902767315,"C03283_2,4-Diaminobutyrate",-0.18254570765539577,0.000633305917422968,0.003069683532647308,Other,C03283
Faecalibacterium prausnitzii_C,C08277_Sebacate,0.18253420676557527,0.0006338154720193556,0.0030712947607243117,Other,C08277
UBA3818 sp904397845,C05629_3-Phenylpropionate,0.18251553598010595,0.0006346435022921118,0.0030744479024142593,Other,C05629
Faecivicinus avistercoris,C11118_1-Methyl-2-pyrrolidinone,0.18250712995375293,0.0006350166279608603,0.0030753961719512278,Other,C11118
Ruminiclostridium_E sp003512525,C17714_Heptanoate,0.18249561968947875,0.0006355278737410715,0.0030763539508619417,Other,C17714
Alistipes onderdonkii,C00296_Quinate,-0.1824946882595789,0.000635569261275088,0.0030763539508619417,Other,C00296
Scatomorpha intestinavium,3-Indoxyl sulfate,-0.18246712189646228,0.0006367952870079669,0.0030807098974813605,Other,3-Indoxyl sulfate
Holdemanella biformis,C00398_Tryptamine,-0.1824664642474984,0.0006368245629584263,0.0030807098974813605,Indole / Tryptophan,C00398
Avispirillum faecium,C00079_Phe,0.18243103132347138,0.0006384037417188473,0.003087487886728417,Other,C00079
CAG-103 sp000432375,C01585_Hexanoate,0.18241296341904045,0.0006392103896474526,0.0030905269759362894,Other,C01585
Escherichia sp001660175,C02678_Dodecanedioate,-0.18238791129638401,0.000640330412263828,0.0030916314920162212,Other,C02678
Protoclostridium sp900761765,C00482_Sinapate,-0.18239469143939904,0.0006400271084670828,0.0030916314920162212,Other,C00482
Escherichia albertii,2-Hydroxypentanoate,0.18239753368316486,0.000639900002747373,0.0030916314920162212,Other,2-Hydroxypentanoate
Scatavimonas sp900540275,C00719_Betaine,0.18238817231278706,0.0006403187334590967,0.0030916314920162212,Other,C00719
UMGS1590 sp900552455,C00334_GABA,0.18239828961932886,0.0006398662010640028,0.0030916314920162212,Other,C00334
Scatavimonas sp900540275,C08277_Sebacate,-0.18238112439972226,0.0006406341514831971,0.0030916331082340323,Other,C08277
UBA3818 sp904397845,C00785_Urocanate,0.18237993538986327,0.0006406873778916183,0.0030916331082340323,Other,C00785
Agathobacter sp900317585,C00364_dTMP,0.18232489570228488,0.0006431557344797525,0.003101817558945744,Other,C00364
UBA9506 sp003506415,C01046_N-Methylglutamate,-0.18232808077449583,0.0006430126543032497,0.003101817558945744,Other,C01046
Fimisoma sp000435715,C06103_6-Hydroxyhexanoate,0.1822849643457176,0.0006449520390391661,0.0031090044669166636,Other,C06103
UMGS902 sp003343845,C02678_Dodecanedioate,-0.1822837983615653,0.0006450045603587056,0.0031090044669166636,Other,C02678
CAIFEB01 sp903789375,C00334_GABA,0.18225296240620506,0.0006463949926686268,0.003111381561046266,Other,C00334
Limisoma sp000437795,C01004_Trigonelline,-0.18226032651666144,0.0006460626835501638,0.003111381561046266,Other,C01004
Escherichia sp004211955,C03264_2-Hydroxy-4-methylpentanoate,0.18225349962838497,0.0006463707449015298,0.003111381561046266,Other,C03264
Alistipes putredinis,C00042_Succinate,-0.18226646117896558,0.0006457859746793719,0.003111381561046266,Other,C00042
UMGS902 sp003343845,C00489_Glutarate,-0.1822630146837927,0.0006459414181009258,0.003111381561046266,Other,C00489
Fusobacterium sp000235465,C00242_Guanine,0.18224391569268697,0.0006468034467363593,0.00311248353025673,Other,C00242
Bifidobacterium bifidum,C06103_6-Hydroxyhexanoate,-0.18221574658822917,0.0006480767972757216,0.0031177457023214374,Other,C06103
Faecalibacterium prausnitzii_D,2-Hydroxypentanoate,-0.18219620048979734,0.0006489617189129275,0.003121136832874435,Other,2-Hydroxypentanoate
Prevotella sp003447235,C00431_5-Aminovalerate,0.18216105586826117,0.0006505556564327249,0.003127935100174871,Other,C00431
Gemmiger sp900540595,"C03283_2,4-Diaminobutyrate",0.18215596540153947,0.0006507868280960766,0.0031281791032796717,Other,C03283
Scatomorpha intestinavium,C00364_dTMP,-0.18213103005649056,0.0006519203078169414,0.0031327589514773086,Other,C00364
Ruminococcus_E bromii_B,C01921_Glycocholate,-0.18210852365691066,0.0006529449448264508,0.0031368133702967594,Other,C01921
Streptococcus macacae,C00300_Creatine,-0.18209601634672826,0.000653515002929277,0.0031386823049273697,Other,C00300
Eubacterium_G ventriosum,C00364_dTMP,0.18207373198784468,0.0006545318213804832,0.0031426952974507945,Other,C00364
CAG-1427 sp900539675,C02571_o-Acetylcarnitine,-0.18206489350184002,0.00065493552037243,0.0031437630266382037,Other,C02571
Aphodovivens excrementavium,"C03283_2,4-Diaminobutyrate",-0.18202327496581241,0.0006568395528145527,0.003150609873135475,Other,C03283
CAIFEB01 sp903789375,3-Indoxyl sulfate,-0.18202180133097115,0.0006569070649085674,0.003150609873135475,Other,3-Indoxyl sulfate
Holdemania sp904395815,C00388_Histamine,0.18202866608205537,0.0006565926226545179,0.003150609873135475,Other,C00388
Scatavimonas merdipullorum,C08262_Isovalerate,-0.1820108461203091,0.0006574091608508338,0.0031521460262255965,Other,C08262
Escherichia sp004211955,C00719_Betaine,0.18200159027101637,0.0006578336490577043,0.0031533093191491502,Other,C00719
UBA1685 sp900546845,C01551_Allantoin,-0.18198964568104173,0.000658381822305516,0.003154192880666769,Other,C01551
UBA3839 sp002350855,C00134_Putrescine,0.18198987994134067,0.0006583710673294942,0.003154192880666769,Polyamine,C00134
UMGS693 sp900544555,C00719_Betaine,0.18197487992191927,0.0006590600520481555,0.00315656993989252,Other,C00719
HGM12669 sp900761935,C00134_Putrescine,0.18196747772271682,0.0006594002976827972,0.0031573273574218,Polyamine,C00134
Ruminiclostridium_E sp003512525,C01551_Allantoin,0.1819566166290463,0.000659899827433667,0.003158846827179712,Other,C01551
HGM11417 sp900761895,"C03283_2,4-Diaminobutyrate",-0.18195089836450676,0.0006601629659504873,0.003159234199185633,Other,C03283
Gallispira edinburgensis,C08262_Isovalerate,-0.18191836516650306,0.0006616619020440685,0.003165533680364255,Other,C08262
Escherichia sp001660175,C01585_Hexanoate,-0.18186970953939927,0.0006639095444769024,0.003175205055633462,Other,C01585
Acidaminococcus fermentans,C00388_Histamine,0.18186668079729837,0.000664049690375299,0.003175205055633462,Other,C00388
Ruminococcus_E sp905215855,C01046_N-Methylglutamate,0.18186237271299288,0.0006642490811558121,0.0031752827596028318,Other,C01046
Limivicinus faecipullorum,C00055_CMP,-0.1818516155977493,0.0006647471940108115,0.0031767879960748206,Nucleotide,C00055
Faecalibacterium prausnitzii,C05122_Taurocholate,-0.1818321244851166,0.0006656506193845632,0.003180228834083648,Bile Acid,C05122
Alloprevotella timonensis,C00364_dTMP,0.18181926537721685,0.0006662472693053694,0.0031822025220982074,Other,C00364
Prevotella sp900557405,C00024_Acetyl CoA,0.18180559684311706,0.0006668820185785649,0.0031843570471261798,Other,C00024
Escherichia sp004211955,C00803_Valerate,-0.18179072734701157,0.0006675731747215049,0.0031867796539981974,Other,C00803
UBA5905 sp900763035,C00637_Indole-3-acetaldehyde,-0.18177265916988922,0.0006684139026703234,0.003189042700016375,Other,C00637
UBA11540 sp003445125,C00803_Valerate,-0.18177263324475548,0.0006684151096931311,0.003189042700016375,Other,C00803
SIG291 sp015057605,C01921_Glycocholate,0.18175525701390408,0.0006692245665698968,0.0031920262820327016,Other,C01921
CAG-41 sp900066215,C00152_Asn,0.18174030929855178,0.0006699216190652032,0.003193593904688615,Other,C00152
Sutterella wadsworthensis,C02918_1-Methylnicotinamide,-0.18174209761391463,0.0006698381896925151,0.003193593904688615,Other,C02918
Bilophila wadsworthia,C08262_Isovalerate,0.18172191494164797,0.0006707803201782638,0.00319680846378525,Other,C08262
Pyramidobacter sp002007215,C00079_Phe,0.18166562218715732,0.0006734145608966123,0.003208480807041897,Other,C00079
Alistipes putredinis,C00423_trans-Cinnamate,0.1816532850289567,0.0006739931606623816,0.0032103553350451572,Other,C00423
Brachyspira aalborgi,C00803_Valerate,0.18163965595357184,0.0006746328849238361,0.0032121252320477184,Other,C00803
UBA9506 sp003506415,C00134_Putrescine,0.18163747580991202,0.0006747352690689693,0.0032121252320477184,Polyamine,C00134
Eubacterium_R sp910577195,C06104_Adipate,-0.18162677041628741,0.0006752382256708184,0.0032136372101786025,Other,C06104
Lachnospira eligens,C00407_Ile,-0.18161105268025313,0.0006759772989680651,0.0032162717918518967,Amino Acid,C00407
Lactobacillus porci,C00695_Cholate,0.18159611786783725,0.0006766802515982086,0.0032178858958081267,Bile Acid,C00695
Gemmiger qucibialis,C05122_Taurocholate,-0.18159201818925477,0.0006768733338339046,0.0032178858958081267,Bile Acid,C05122
Cellulosilyticum pullistercoris,C07151_Metformin,-0.1815940402772072,0.0006767780933465668,0.0032178858958081267,Other,C07151
Aminipila sp004103735,C01046_N-Methylglutamate,-0.18158306275936256,0.0006772952843728165,0.0032190092216161986,Other,C01046
Cellulosilyticum pullistercoris,C00314_Pyridoxine,-0.18157073868677484,0.0006778763523844921,0.0032201926587487675,Other,C00314
Faecousia sp003525905,C00178_Thymine,-0.18156990352755104,0.0006779157460164379,0.0032201926587487675,Other,C00178
UMGS124 sp900539345,C00719_Betaine,0.18156144392702409,0.0006783148964302266,0.0032206284155084468,Other,C00719
UBA5905 sp900763035,C00423_trans-Cinnamate,-0.18156008590140954,0.0006783789925848914,0.0032206284155084468,Other,C00423
Prevotella sp900556395,C01672_Cadaverine,0.18153050388983727,0.0006797765974975211,0.0032258370137784537,Polyamine,C01672
Escherichia albertii,C00719_Betaine,0.18152898941683085,0.0006798482205759874,0.0032258370137784537,Other,C00719
Gemmiger qucibialis,C01046_N-Methylglutamate,0.1815069525920494,0.0006808911856500219,0.0032299018814774504,Other,C01046
Alistipes_A ihumii,C08262_Isovalerate,0.1814924358047193,0.0006815790491229242,0.003231396651269691,Other,C08262
Eubacterium_T sp900766045,C05135_4-(beta-Acetylaminoethyl)imidazole,0.1814929317743894,0.0006815555374880169,0.003231396651269691,Other,C05135
QAMH01 sp900544245,C00695_Cholate,0.18147922423988985,0.0006822056248782743,0.0032334830847839035,Bile Acid,C00695
Agathobacter sp900317585,C02656_Pimelate,0.1814376699825902,0.0006841798669208633,0.0032419542313948967,Other,C02656
Galloscillospira_B excrementipullorum,C00055_CMP,-0.18142396090033502,0.0006848323442366354,0.0032433795132317334,Nucleotide,C00055
UMGS1322 sp905214315,C00482_Sinapate,-0.18142348945232653,0.0006848547928216274,0.0032433795132317334,Other,C00482
Egerieicola pullicola,C00334_GABA,0.18140971992056978,0.0006855107467391233,0.0032455994885207317,Other,C00334
Avichristensenella intestinipullorum,C00300_Creatine,0.1813999678757911,0.0006859756669982785,0.0032468627623242464,Other,C00300
Desulfovibrio sp905214305,C16741_5-Hydroxylysine,0.18139234316829278,0.0006863393715491039,0.0032468627623242464,Other,C16741
Acetatifactor intestinalis,C04677_AICAR,0.18139328026124285,0.0006862946618608719,0.0032468627623242464,Other,C04677
UBA5884 sp002431975,2-Hydroxypentanoate,0.18138311308548438,0.000686779892540561,0.0032471753605917615,Other,2-Hydroxypentanoate
Prevotella sp900552515,C17714_Heptanoate,-0.1813831103425365,0.0006867800234911748,0.0032471753605917615,Other,C17714
Alistipes onderdonkii,C00300_Creatine,-0.18137828367543798,0.0006870104883920149,0.003247379456854077,Other,C00300
Escherichia ruysiae,C00407_Ile,0.1813640538595289,0.0006876903537846797,0.003249707101095333,Amino Acid,C00407
CAG-115 sp003531585,C00398_Tryptamine,0.1813490785021965,0.0006884065116688697,0.0032522049316934232,Indole / Tryptophan,C00398
UBA11471 sp000434215,C08277_Sebacate,0.18134501814303422,0.0006886008067860581,0.003252236662505224,Other,C08277
CAG-488 sp003486665,C00803_Valerate,-0.18134081605837402,0.0006888019371446322,0.0032523006498403144,Other,C00803
PeH17 sp000435055,C01004_Trigonelline,-0.18133364773170038,0.0006891451704455558,0.0032530353839327654,Other,C01004
Streptococcus macacae,C01042_N-Acetylaspartate,0.1813152285112462,0.0006900278442198635,0.003256315395504625,Other,C01042
Faecousia sp003525905,C16741_5-Hydroxylysine,-0.18129684638035942,0.0006909097835572798,0.003259590157092821,Other,C16741
UBA3839 sp017483765,C00334_GABA,0.18128133797537938,0.0006916546581731384,0.0032622166657796173,Other,C00334
Lachnospira sp003537285,C00178_Thymine,-0.18127551529251118,0.0006919345156854992,0.0032626490706976303,Other,C00178
Barnesiella intestinihominis,C00003_NAD+,0.18125599816073645,0.0006928733384197798,0.0032653662720642036,Other,C00003
Avispirillum faecium,C00366_Urate,-0.18125179281283954,0.0006930757804358212,0.0032653662720642036,Other,C00366
Ventricola intestinavium,"C00986_1,3-Diaminopropane",0.18125354209514644,0.0006929915647655083,0.0032653662720642036,Other,C00986
Eubacterium_R sp002361935,"C03283_2,4-Diaminobutyrate",-0.1812159312107719,0.0006948043535136226,0.00327262099462624,Other,C03283
Lactobacillus helveticus,C00357_N-Acetylglucosamine 6-phosphate,0.18119290296517906,0.000695916445504017,0.003276968857183229,Other,C00357
Roseburia intestinalis,C02571_o-Acetylcarnitine,-0.18118144165211986,0.0006964705548447352,0.0032783780708687694,Other,C02571
UBA1829 sp900548385,C05582_Homovanillate,-0.1811788917718246,0.0006965938870158349,0.0032783780708687694,Other,C05582
Escherichia sp005843885,C00134_Putrescine,0.18114319096053247,0.0006983227812311946,0.003285622898503786,Polyamine,C00134
Escherichia fergusonii,C00407_Ile,0.18113715959397989,0.0006986152558241424,0.0032861072451109558,Amino Acid,C00407
Barnesiella intestinihominis,C00314_Pyridoxine,0.1811268580325104,0.0006991150639496997,0.003287566308315675,Other,C00314
Ruminococcus_E bromii,C01042_N-Acetylaspartate,0.18110470509776846,0.0007001909944576737,0.0032908407324226474,Other,C01042
Bilophila wadsworthia,C00092_G6P,0.18110825170273892,0.0007000186389203798,0.0032908407324226474,Other,C00092
Cellulosilyticum pullistercoris,C05607_3-Phenyllactate,-0.1810983288300979,0.0007005009628078684,0.0032914053369004943,Other,C05607
Prevotella sp900313215,C05127_1-Methylhistamine,0.18108621861523377,0.0007010900240855826,0.0032932806387417587,Other,C05127
Prevotella sp002440225,C00311_Isocitrate,-0.18108011757377743,0.0007013869626131411,0.0032937830871578116,Other,C00311
Prevotella sp900556395,C01586_Hippurate,-0.18107414882801215,0.0007016775748924917,0.0032942555628177692,Other,C01586
Gemmiger sp900540595,C01042_N-Acetylaspartate,0.1810007358267194,0.0007052611045264259,0.0033098962904799544,Other,C01042
ER4 sp000765235,C00262_Hypoxanthine,0.18099808403240564,0.0007053908636130713,0.0033098962904799544,Other,C00262
CAG-103 sp900543625,C02378_6-Aminohexanoate,0.18097581104865512,0.0007064816099421184,0.0033141174656862687,Other,C02378
Excrementavichristensenella intestinipullorum,C00695_Cholate,0.18097057899395658,0.0007067380588875579,0.0033144237124675354,Bile Acid,C00695
CAG-41 sp900066215,C02571_o-Acetylcarnitine,-0.1809528240733236,0.0007076089577478118,0.003317348816728526,Other,C02571
Escherichia albertii,C00407_Ile,0.18094616631981522,0.00070793578393676,0.003317348816728526,Amino Acid,C00407
