species_a,species_b,rho,pval,qval
Prevotella sp900555035,Catenibacterium sp900540685,0.4384929855206994,9.73870288676067e-18,6.513838051565749e-17
Acetatifactor intestinalis,Eubacterium_G ventriosum,0.4384924111048372,9.73976306237246e-18,6.513838051565749e-17
Prevotella sp900552515,Prevotella sp900543975,0.43846369031172977,9.792916678769036e-18,6.543681519410911e-17
Erysipelatoclostridium ramosum,ER4 sp900552015,-0.43814000697340855,1.0412022520231454e-17,6.951316340530504e-17
Gemmiger sp900540595,Faecalibacterium prausnitzii_C,0.43813426281478707,1.0423349507119419e-17,6.952827310357658e-17
Lachnospira sp000436475,Roseburia intestinalis,0.4380705026540885,1.0549894997252138e-17,7.031124632834157e-17
Alloprevotella sp900540885,Prevotella sp002451555,0.43791627199510136,1.086227351689273e-17,7.233029526743414e-17
Prevotella sp000436035,Alloprevotella sp900540885,0.4371566070174088,1.2538502027418028e-17,8.341964358397544e-17
Prevotella pectinovora,Prevotella sp002439605,0.43651182521214615,1.4158677490388913e-17,9.41171707355055e-17
Alloprevotella sp900540885,Prevotella sp900557405,0.4364431825166193,1.4342823379489615e-17,9.525869969183104e-17
Ruminococcus_D bicirculans,Lachnospira eligens,0.4364282477042034,1.438319916918801e-17,9.544422216854777e-17
Prevotella sp900551985,Catenibacterium sp900540685,0.4363794223559207,1.4515977764004504e-17,9.624206173524508e-17
Faecalibacterium prausnitzii_D,Acetatifactor sp003447295,0.436269134510388,1.4820349237300383e-17,9.817521502532921e-17
Prevotella sp900544495,UBA4372 sp900543815,0.4360856086424313,1.5340797242818863e-17,1.015351644949642e-16
Ruminiclostridium_E siraeum,CAG-170 sp000432135,0.43605114369070236,1.544051723073414e-17,1.0210707558358757e-16
Duodenibacillus intestinavium,Duodenibacillus intestinigallinarum,0.4359733103413811,1.5668067073465824e-17,1.0352260337687883e-16
Scatavimonas merdipullorum,Avispirillum faecium,0.43589317932861127,1.5905775639290072e-17,1.050027581144528e-16
Prevotella sp015074785,Prevotella sp002297965,0.43578059381962997,1.6245756643328826e-17,1.0715494343162117e-16
Ruminiclostridium_E siraeum,Faecousia sp003525905,0.43576738225480055,1.6286117419547486e-17,1.0732887175717247e-16
Acetatifactor intestinalis,Ruminococcus_C sp000980705,0.4356869640340996,1.6533924974193648e-17,1.0886844504466908e-16
CAG-103 sp900543625,Acetatifactor sp003447295,0.4356602536965097,1.6617049096957676e-17,1.093219413574291e-16
Agathobacter rectalis,Lachnospira sp003451515,0.4354821847792434,1.718179739027852e-17,1.129405036682318e-16
Agathobacter faecis,Faecalibacterium sp900539945,0.43542675364854594,1.7361415580044713e-17,1.1402347509805052e-16
Prevotella sp900557405,Prevotella sp900552515,0.43540865954888824,1.7420445795787025e-17,1.1431329315610116e-16
Catenibacterium sp900540685,Prevotella multisaccharivorax,0.4349525733543416,1.8975255686147527e-17,1.244095609986647e-16
Eubacterium_G ventriosum,Acetatifactor sp003447295,0.43487904812398653,1.923835033600218e-17,1.260268022437854e-16
Agathobacter rectalis,Faecalibacterium sp900539945,0.4347124675239632,1.984775207795158e-17,1.2990794043512505e-16
Prevotella sp000436035,Catenibacterium sp900540685,0.4345944250642915,2.0291026326814365e-17,1.3269604684824636e-16
Eubacterium_G ventriosum,Lachnospira sp000436535,0.43446977682220506,2.0769663297377265e-17,1.3571046605977939e-16
Lachnospira eligens_A,Roseburia intestinalis,0.4343557552735684,2.1217197305600544e-17,1.385166983244781e-16
Prevotella stercorea,Prevotella sp002251295,0.43410243787836056,2.2245640761556602e-17,1.4505413552303596e-16
Galloscillospira_B excrementipullorum,Scatomorpha stercorigallinarum,0.4340998530069809,2.2256383458559946e-17,1.4505413552303596e-16
Lachnospira sp003451515,Roseburia intestinalis,0.43404872999524957,2.246990023800761e-17,1.4632139620183055e-16
Bifidobacterium adolescentis,Bifidobacterium pseudocatenulatum,0.4339829593790335,2.274755472068434e-17,1.4800381023101744e-16
Lachnospira rogosae_A,Acetatifactor intestinalis,0.4337488849152076,2.3763326983357763e-17,1.544817638045232e-16
CAG-41 sp900066215,Faecalibacterium sp900539945,0.43370953742865037,2.3938396099638128e-17,1.554880918546351e-16
Agathobacter sp900546625,Eubacterium_F sp003491505,0.43355530676966325,2.4636914357460185e-17,1.5988982236554746e-16
Faecalibacterium prausnitzii,Roseburia intestinalis,0.4333186474344577,2.5747861055932445e-17,1.6695844645820607e-16
Prevotella sp900548535,Catenibacterium sp900540685,0.43313081344753485,2.6664502239853972e-17,1.727562471975674e-16
Bifidobacterium pseudocatenulatum,Bifidobacterium longum,0.43282608583266463,2.822021270859678e-17,1.8268122505286575e-16
Lachnospira sp003451515,Gemmiger qucibialis,0.43278673834610737,2.8427480575420534e-17,1.8386779383984058e-16
Roseburia inulinivorans,Faecalibacterium prausnitzii,0.43266438776746957,2.9081577446415984e-17,1.8794000049827887e-16
Agathobacter rectalis,Acetatifactor sp003447295,0.43257477889297424,2.956999001664605e-17,1.9093551634485847e-16
Agathobacter sp900546625,Gemmiger qucibialis,0.43199260841668585,3.294516716012133e-17,2.1255035936525713e-16
Holdemanella sp900754615,Holdemanella biformis,0.4315080886369629,3.604041260628671e-17,2.3232437403598766e-16
Ruminococcus_E bromii_B,ER4 sp900552015,0.43142853204005516,3.6575235534156586e-17,2.35573998138132e-16
Ruminiclostridium_E siraeum,Faecousia sp000434635,0.4311878517938146,3.82411262261925e-17,2.460970463767808e-16
Agathobacter rectalis,Eubacterium_F sp003491505,0.43108244648311017,3.8993954268626664e-17,2.5073145280355e-16
Prevotella sp900557035,Catenibacterium sp900540685,0.4304738528771629,4.3633933799557364e-17,2.803315797122316e-16
Agathobacter rectalis,Gemmiger qucibialis,0.4303779254281839,4.441315187364421e-17,2.850989857930751e-16
Faecalibacterium prausnitzii_C,Lachnospira eligens,0.43008066521952165,4.691560126590889e-17,3.009110178183838e-16
ER4 sp900552015,Anaerostipes caccae,-0.4300387328615847,4.727956783971759e-17,3.0299211770966886e-16
Agathobacter sp900317585,Gemmiger qucibialis,0.42979920144706846,4.941244545167372e-17,3.163963848579208e-16
Prevotella sp900770515,Prevotella sp900552515,0.4297782352681,4.960357160518863e-17,3.173552942313611e-16
Ruminococcus_D bicirculans,Gemmiger sp900540595,0.42968661593808716,5.0447319511406057e-17,3.224844899766632e-16
Prevotella sp900290275,Prevotella sp900552515,0.42933622226217605,5.380619256552566e-17,3.4366969456298696e-16
Prevotella sp900548535,Prevotella stercorea,0.42927935509182324,5.437165001235239e-17,3.469924519507115e-16
Acetatifactor sp003447295,Alistipes shahii,0.4291857253062929,5.5315394250899936e-17,3.527218531160876e-16
CAG-127 sp900319515,Lachnospira sp000436535,0.4291615998400826,5.556116244245215e-17,3.539947484186465e-16
Lachnospira sp000436535,Roseburia inulinivorans,0.4289303974555675,5.797148430610658e-17,3.690450258192063e-16
Faecalibacillus intestinalis,Agathobacter rectalis,0.42873796814174747,6.00556406656946e-17,3.819957044332863e-16
Gemmiger formicilis,Acetatifactor sp003447295,0.4284565043692943,6.323723952496607e-17,4.018996391019177e-16
Agathobacter faecis,Faecalibacterium prausnitzii_G,0.4281052490695899,6.744064301852368e-17,4.2825924883699935e-16
Faecalibacillus intestinalis,Eubacterium_F sp003491505,0.42788467337852454,7.021920611833036e-17,4.455347643785874e-16
SFEL01 sp016292635,UBA5905 sp900763035,0.42787778038817875,7.030782331926319e-17,4.457283575884859e-16
Faecousia sp000434635,Eubacterium_F sp003491505,0.42779506450402927,7.13798329428658e-17,4.521508658172779e-16
Lachnospira sp003537285,Gemmiger qucibialis,0.42778012969161333,7.15750934272833e-17,4.530136482513945e-16
Faecousia sp003525905,CAG-127 sp900319515,0.42767730925228864,7.293369424994967e-17,4.612319609162109e-16
Prevotella sp900770515,Prevotella sp900557405,0.42762963273573024,7.357222163501547e-17,4.648867480743029e-16
Faecalibacterium prausnitzii_C,ER4 sp900552015,0.4275328436629581,7.488543772416256e-17,4.727952203967498e-16
ER4 sp900552015,Ruminococcus_C sp000980705,0.42742916159984007,7.631771041779881e-17,4.814417406372818e-16
Catenibacterium sp900540685,Prevotella sp002440225,0.4273452968839663,7.749587147506535e-17,4.884723336772607e-16
Agathobacter sp900546625,Faecalibacterium sp900539945,0.42727435652499085,7.850639383846991e-17,4.942113793174365e-16
CAG-41 sp900066215,Acetatifactor sp003447295,0.4272723460694733,7.853521983938926e-17,4.942113793174365e-16
Lachnospira sp000436475,Faecalibacterium prausnitzii,0.4270468878435797,8.183465013706784e-17,5.145521321323339e-16
Faecousia sp003525905,Lachnospira sp003537285,0.42700667873322923,8.243721771456048e-17,5.179163776317718e-16
Faecalibacterium prausnitzii_D,Roseburia intestinalis,0.42690759199700845,8.394077265659222e-17,5.26930987764909e-16
CAG-488 sp000434055,Avispirillum faecium,0.426390617721074,9.223288003942326e-17,5.78510566461501e-16
Prevotella copri,Prevotella sp900557405,0.42633346334279015,9.31975728908334e-17,5.838511501335907e-16
Acetatifactor intestinalis,Faecalibacterium prausnitzii_D,0.42633116567934154,9.32365609325575e-17,5.838511501335907e-16
Prevotella sp002265625,Prevotella sp900557405,0.42630072163864763,9.375466668127453e-17,5.866166787210905e-16
Prevotella sp900551985,Alloprevotella sp900540885,0.4260735401651675,9.771118155529394e-17,6.108740617038792e-16
Faecalibacterium prausnitzii_G,Faecalibacterium prausnitzii,0.42597244297342923,9.952412976831791e-17,6.217016282188654e-16
Prevotella sp900546535,Prevotella sp900557405,0.42553100438336744,1.0783494452335438e-16,6.730690475497571e-16
CAG-103 sp000432375,Erysipelatoclostridium ramosum,-0.4254080793888675,1.1026804486918436e-16,6.876960749524498e-16
Lachnospira eligens_A,Agathobacter sp900546625,0.42531732168264785,1.1209895168464087e-16,6.985467574109506e-16
CAG-83 sp000435555,ER4 sp900552015,0.4251854932422846,1.1481167210893865e-16,7.148704032042763e-16
Ruminococcus_D bicirculans,Roseburia intestinalis,0.425010009196398,1.1852292392476892e-16,7.373798454394991e-16
Limisoma sp000437795,Prevotella sp900765465,0.4248491727549961,1.220276817348842e-16,7.58569162551294e-16
Prevotella sp900555035,Prevotella stercorea,0.4243994051349332,1.3237748279591795e-16,8.222410287671956e-16
Galloscillospira_B excrementipullorum,Acutalibacter sp910580045,0.4243215717856119,1.3425397664535111e-16,8.332218890343757e-16
Streptococcus sp003686955,Streptococcus parauberis,0.42412741922420544,1.3904937388505743e-16,8.622859717641678e-16
Prevotella copri,Catenibacterium sp900540685,0.42388444131451625,1.452881162874945e-16,9.002464782240471e-16
Gemmiger formicilis,Acetatifactor intestinalis,0.42374026293311673,1.491191034396827e-16,9.232386137899967e-16
Ruminococcus_C callidus,Lachnospira sp003451515,0.423568225382403,1.5382023695730239e-16,9.515766433060214e-16
Prevotella sp900546535,Catenibacterium sp900540685,0.42310266132613095,1.6728409450284152e-16,1.0340340764958077e-15
Lachnospira eligens,Gemmiger qucibialis,0.4227964976716053,1.767617707330819e-16,1.0917387627161604e-15
Lachnospira eligens_A,Gemmiger qucibialis,0.42276720246263566,1.776957980022414e-16,1.096624671339657e-15
CAG-170 sp000432135,Eubacterium_F sp003491505,0.42265289370606796,1.8138688897088948e-16,1.118503878855059e-15
CAG-103 sp000432375,ER4 sp900552015,0.42258396380261004,1.8364893500628474e-16,1.1315429561712532e-15
Lachnospira sp003537285,Roseburia inulinivorans,0.42235793116085424,1.9126255453717894e-16,1.1775080705093898e-15
Faecalibacterium prausnitzii_D,Eubacterium_F sp003491505,0.4223180092584349,1.9263909300618374e-16,1.1850316619490262e-15
Lachnospira rogosae_A,Faecalibacillus intestinalis,0.4221074858449571,2.0006051983468054e-16,1.2296989163876878e-15
UBA3855 sp017460955,UBA5905 sp900763035,0.4220804882994361,2.010323158658603e-16,1.233885914866993e-15
Ruminococcus_C callidus,Lachnospira sp003537285,0.42207962667564286,2.0106340680272995e-16,1.233885914866993e-15
CAG-103 sp900543625,CAG-103 sp900317855,0.4220698616059863,2.0141610075236235e-16,1.235062277275277e-15
Agathobacter sp900317585,Faecalibacillus intestinalis,0.42195325518597,2.056748874138995e-16,1.2601693780766958e-15
Lachnospira eligens,CAG-170 sp000432135,0.42185675332112893,2.0926613349607906e-16,1.2811496488814224e-15
Erysipelatoclostridium ramosum,Gemmiger sp900540595,-0.42182027791388244,2.106395056470416e-16,1.288529224735611e-15
CAG-83 sp000435555,CAG-170 sp000432135,0.42147735164417927,2.239915845768841e-16,1.3691150958480302e-15
Faecalibacterium prausnitzii_C,Roseburia inulinivorans,0.42141502752313603,2.265058746919262e-16,1.3833810228994952e-15
Agathobacter sp900317585,Faecalibacterium sp900539945,0.42139578459175403,2.2728775754188127e-16,1.3870520191756334e-15
Faecalibacterium sp900539945,Roseburia inulinivorans,0.42130359084587904,2.3107069238228726e-16,1.4086218178038328e-15
Prevotella sp002265625,Prevotella sp002440225,0.4213007187665683,2.311895279122703e-16,1.4086218178038328e-15
Prevotella sp900546535,Prevotella sp002297965,0.4212699875179433,2.3246482848755066e-16,1.4152680153396835e-15
CAG-127 sp900319515,Lachnospira sp000436475,0.4209592285365205,2.457550420036302e-16,1.4949935981045578e-15
Prevotella sp900552515,Prevotella sp002251385,0.42070907042855443,2.569928035777227e-16,1.5621171127137168e-15
Prevotella sp900550035,Prevotella sp900553155,0.42067259502130794,2.586729502739595e-16,1.5710848785047847e-15
Gemmiger formicilis,Faecalibacterium prausnitzii_C,0.42066771248647966,2.5889866827685727e-16,1.5712117755947566e-15
Lachnospira sp000436535,Roseburia intestinalis,0.4206553625454435,2.5947046520282745e-16,1.5734371055896358e-15
CAG-41 sp900066215,Lachnospira eligens_A,0.4204100869723057,2.7108679750849304e-16,1.64258042945312e-15
Lachnospira sp003451515,Ruminococcus_C sp000980705,0.4201142628032988,2.857775218507892e-16,1.7302283899900584e-15
Agathobacter sp900317585,Lachnospira eligens_A,0.4199126428356843,2.962348445498308e-16,1.7921273600487002e-15
Prevotella sp002300055,Prevotella sp900765465,0.41979000504911546,3.0277835178181695e-16,1.8302700839387845e-15
CAG-103 sp900543625,Alistipes shahii,0.41974204132462595,3.053759255974714e-16,1.8445186813056718e-15
Agathobacter sp900546625,Faecalibacterium prausnitzii,0.41960360710184796,3.129963765142605e-16,1.8890599561297344e-15
CAG-83 sp000435555,Faecousia sp000434635,0.4195858002101213,3.1399004638983964e-16,1.89356733164816e-15
Alloprevotella sp900540885,Prevotella sp900552515,0.41902000058590416,3.4722649678901023e-16,2.0923601389383324e-15
Prevotella stercorea,Prevotella sp900765465,0.4189111487800269,3.540055731599393e-16,2.1315359118601998e-15
Roseburia inulinivorans,Eubacterium_F sp003491505,0.41890339416588784,3.5449344046143683e-16,2.132799358258574e-15
Prevotella sp900548535,Prevotella sp900552515,0.41872618687241475,3.658236540952314e-16,2.199242359376583e-15
Phascolarctobacterium_A succinatutens,Prevotella sp000434975,0.4186121653237781,3.7330100612096645e-16,2.2424369756882803e-15
Faecivivens stercoravium,Aphodomorpha sp900549955,0.41858861427342997,3.7486402990871046e-16,2.2500641419637854e-15
Barnesiella intestinihominis,Alistipes putredinis,0.41839417450409244,3.8801625852432344e-16,2.3271874270055395e-15
Galloscillospira_B excrementipullorum,Faecivivens stercoravium,0.4181750348526824,4.0338235108684244e-16,2.4174578243649753e-15
Faecalibacillus intestinalis,Roseburia inulinivorans,0.4181017968302584,4.0864972317463547e-16,2.447113213483707e-15
Faecousia sp003525905,Ruminococcus_C sp000980705,0.4178944327040225,4.239323936840928e-16,2.536650071724396e-15
Ruminococcus_D bicirculans,Faecalibacterium sp900539945,0.4178892629612631,4.2432047954203984e-16,2.5369932958433267e-15
Agathobacter rectalis,Lachnospira eligens,0.4173740119329151,4.64800087661859e-16,2.776854729325639e-15
Lachnospira rogosae_A,Faecalibacterium sp900539945,0.41735419458567097,4.664304050785605e-16,2.7844261769320135e-15
Prevotella sp900544495,Catenibacterium sp900540685,0.41730220995014644,4.707337441230561e-16,2.8079304441430507e-15
Gemmiger sp900540595,Ruminococcus_C sp000980705,0.417200538342546,4.792631139092928e-16,2.8565869050490947e-15
CAG-127 sp900319515,Erysipelatoclostridium ramosum,-0.4171677966384035,4.820420003701304e-16,2.870919398167135e-15
Ruminococcus_E bromii_B,Ruminococcus_C callidus,0.4170537750897668,4.918432928114577e-16,2.9270208682363782e-15
CAG-41 sp900066215,Agathobacter rectalis,0.41701959734596894,4.948191128398079e-16,2.9424476082125323e-15
Ruminococcus_D bicirculans,Eubacterium_G ventriosum,0.4167407184448954,5.19770101729963e-16,3.0884248260035215e-15
Agathobacter sp900317585,Acetatifactor sp003447295,0.41655977744831835,5.36614630518538e-16,3.1860455346034867e-15
Phascolarctobacterium_A succinatutens,Prevotella copri_A,0.4165345031503838,5.390097452015364e-16,3.197790994153895e-15
ER4 sp000765235,Ruminococcus_C sp000980705,0.4161875559696456,5.729677473795764e-16,3.3966271948599155e-15
Ruminococcus_D bicirculans,Ruminococcus_E bromii,0.41604739849928113,5.87273398335365e-16,3.4787445858151234e-15
Phascolarctobacterium_A succinatutens,Prevotella sp900313215,0.4158991992068466,6.027810011776984e-16,3.567849583359663e-15
Agathobacter sp900317585,Lachnospira sp003451515,0.4157955171437286,6.138684329902933e-16,3.628426764834597e-15
Prevotella sp900556795,Alloprevotella sp900540885,0.4157946555199354,6.139614053911233e-16,3.628426764834597e-15
